usgs,site_no,date,tidal_high,tidal_low,precipitation_inches,lat,long
GSVB,33670001,2019-03-16,-6.7913385826771648,-6.5616797900262469,,36.735303,-76.011602
GSVB,33670001,2019-01-05,2.5590551181102361,2.690288713910761,,36.735303,-76.011602
GSVB,33670001,2019-01-15,2.65748031496063,2.7559055118110236,,36.735303,-76.011602
GSVB,33670001,2019-01-01,2.5918635170603674,2.7230971128608923,,36.735303,-76.011602
GSVB,33670001,2019-02-19,1.9685039370078741,2.2309711286089238,,36.735303,-76.011602
GSVB,33670001,2019-03-02,-6.7257217847769031,-6.5616797900262469,,36.735303,-76.011602
GSVB,33670001,2019-01-22,2.3622047244094486,2.4934383202099739,,36.735303,-76.011602
GSVB,33670001,2019-01-08,2.4606299212598426,2.6246719160104988,,36.735303,-76.011602
GSVB,33670001,2019-03-30,1.8700787401574803,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-03-31,1.837270341207349,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-04-07,1.8700787401574803,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-03-06,-6.8569553805774275,-6.7257217847769031,,36.735303,-76.011602
GSVB,33670001,2019-03-01,-6.7913385826771648,-6.6929133858267713,,36.735303,-76.011602
GSVB,33670001,2019-03-05,-6.758530183727034,-6.5944881889763778,,36.735303,-76.011602
GSVB,33670001,2019-02-03,1.7716535433070866,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-03-12,-6.758530183727034,-6.5944881889763778,,36.735303,-76.011602
GSVB,33670001,2019-01-19,2.4606299212598426,2.5262467191601048,,36.735303,-76.011602
GSVB,33670001,2019-01-26,2.0669291338582676,2.3293963254593177,,36.735303,-76.011602
GSVB,33670001,2019-03-27,1.8044619422572179,1.9028871391076114,,36.735303,-76.011602
GSVB,33670001,2018-12-31,2.5590551181102361,2.690288713910761,,36.735303,-76.011602
GSVB,33670001,2019-03-03,-6.7257217847769031,-6.5944881889763778,,36.735303,-76.011602
GSVB,33670001,2019-04-05,1.9028871391076114,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-02-17,1.837270341207349,1.9356955380577427,,36.735303,-76.011602
GSVB,33670001,2019-01-16,2.5590551181102361,2.65748031496063,,36.735303,-76.011602
GSVB,33670001,2019-01-24,2.3622047244094486,3.0511811023622046,,36.735303,-76.011602
GSVB,33670001,2019-04-13,1.9685039370078741,2.5262467191601048,,36.735303,-76.011602
GSVB,33670001,2019-02-01,1.7060367454068242,1.9028871391076114,,36.735303,-76.011602
GSVB,33670001,2019-04-02,1.7716535433070866,2.1325459317585302,,36.735303,-76.011602
GSVB,33670001,2019-02-12,1.837270341207349,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-01-25,2.2965879265091864,2.8215223097112863,,36.735303,-76.011602
GSVB,33670001,2019-01-06,2.5262467191601048,2.65748031496063,,36.735303,-76.011602
GSVB,33670001,2019-04-10,1.9356955380577427,2.0997375328083989,,36.735303,-76.011602
GSVB,33670001,2019-01-02,2.4934383202099739,2.6246719160104988,,36.735303,-76.011602
GSVB,33670001,2019-03-10,-6.8241469816272966,-6.3976377952755907,,36.735303,-76.011602
GSVB,33670001,2019-01-09,2.4606299212598426,2.5918635170603674,,36.735303,-76.011602
GSVB,33670001,2019-01-28,1.8700787401574803,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-01-10,2.3293963254593177,2.4606299212598426,,36.735303,-76.011602
GSVB,33670001,2019-02-28,-6.758530183727034,-6.6272965879265087,,36.735303,-76.011602
GSVB,33670001,2019-03-13,-6.8241469816272966,-6.6929133858267713,,36.735303,-76.011602
GSVB,33670001,2019-03-22,-6.7913385826771648,-6.66010498687664,,36.735303,-76.011602
GSVB,33670001,2019-03-15,-6.66010498687664,-6.5288713910761151,,36.735303,-76.011602
GSVB,33670001,2019-02-08,1.9356955380577427,2.0997375328083989,,36.735303,-76.011602
GSVB,33670001,2019-03-25,1.837270341207349,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-02-22,2.0013123359580054,2.1325459317585302,,36.735303,-76.011602
GSVB,33670001,2019-02-02,1.7388451443569553,1.8700787401574803,,36.735303,-76.011602
GSVB,33670001,2019-02-13,1.837270341207349,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-01-03,2.5262467191601048,2.5918635170603674,,36.735303,-76.011602
GSVB,33670001,2019-01-20,2.4934383202099739,2.7230971128608923,,36.735303,-76.011602
GSVB,33670001,2019-03-26,1.837270341207349,1.9685039370078741,,36.735303,-76.011602
GSVB,33670001,2019-04-01,1.7388451443569553,1.9028871391076114,,36.735303,-76.011602
GSVB,33670001,2019-01-27,1.9356955380577427,2.0669291338582676,,36.735303,-76.011602
GSVB,33670001,2019-01-31,1.7060367454068242,1.837270341207349,,36.735303,-76.011602
GSVB,33670001,2019-03-17,-6.8241469816272966,-6.7257217847769031,,36.735303,-76.011602
GSVB,33670001,2019-03-29,1.8044619422572179,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-01-23,2.39501312335958,2.6246719160104988,,36.735303,-76.011602
GSVB,33670001,2019-02-16,1.7716535433070866,1.9685039370078741,,36.735303,-76.011602
GSVB,33670001,2019-03-24,-6.8897637795275593,-6.6929133858267713,,36.735303,-76.011602
GSVB,33670001,2019-04-12,1.9356955380577427,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-02-25,-6.364829396325459,-5.9055118110236222,,36.735303,-76.011602
GSVB,33670001,2019-02-20,1.8700787401574803,2.0341207349081363,,36.735303,-76.011602
GSVB,33670001,2019-02-11,1.7388451443569553,1.9028871391076114,,36.735303,-76.011602
GSVB,33670001,2019-02-15,1.837270341207349,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-02-18,1.8700787401574803,2.39501312335958,,36.735303,-76.011602
GSVB,33670001,2019-01-21,2.3622047244094486,2.5590551181102361,,36.735303,-76.011602
GSVB,33670001,2019-04-03,2.0013123359580054,2.1653543307086616,,36.735303,-76.011602
GSVB,33670001,2019-01-07,2.4278215223097113,2.5590551181102361,,36.735303,-76.011602
GSVB,33670001,2019-03-14,-6.7913385826771648,-6.5616797900262469,,36.735303,-76.011602
GSVB,33670001,2019-01-11,2.2965879265091864,2.39501312335958,,36.735303,-76.011602
GSVB,33670001,2019-02-05,1.8044619422572179,2.0013123359580054,,36.735303,-76.011602
GSVB,33670001,2019-02-23,2.0669291338582676,2.65748031496063,,36.735303,-76.011602
GSVB,33670001,2019-03-28,1.7716535433070866,1.9356955380577427,,36.735303,-76.011602
GSVB,33670001,2019-02-10,1.6732283464566928,1.8044619422572179,,36.735303,-76.011602
GSVB,33670001,2019-02-26,-6.5944881889763778,-6.364829396325459,,36.735303,-76.011602
GSVB,33670002,2019-02-02,-0.55774278215223094,1.8700787401574803,,36.90352,-76.0957
GSVB,33670002,2019-03-22,-0.1640419947506562,2.9855643044619424,,36.90352,-76.0957
GSVB,33670002,2019-04-14,0.2296587926509186,2.5262467191601048,,36.90352,-76.0957
GSVB,33670002,2019-01-04,0.36089238845144361,3.1496062992125982,,36.90352,-76.0957
GSVB,33670002,2019-03-28,0.49212598425196852,2.4934383202099739,,36.90352,-76.0957
GSVB,33670002,2019-01-22,-1.4107611548556431,2.0669291338582676,,36.90352,-76.0957
GSVB,33670002,2019-03-20,-0.49212598425196852,2.7887139107611549,,36.90352,-76.0957
GSVB,33670002,2019-01-14,1.4763779527559056,3.772965879265092,,36.90352,-76.0957
GSVB,33670002,2019-03-07,-0.39370078740157483,2.0997375328083989,,36.90352,-76.0957
GSVB,33670002,2019-02-04,-0.426509186351706,2.3293963254593177,,36.90352,-76.0957
GSVB,33670002,2019-02-19,-0.1640419947506562,3.4448818897637796,,36.90352,-76.0957
GSVB,33670002,2019-03-16,-0.26246719160104992,2.1325459317585302,,36.90352,-76.0957
GSVB,33670002,2019-03-04,1.4107611548556431,3.772965879265092,,36.90352,-76.0957
GSVB,33670002,2019-02-11,-0.78740157480314954,1.4107611548556431,,36.90352,-76.0957
GSVB,33670002,2019-03-30,0.0984251968503937,1.9356955380577427,,36.90352,-76.0957
GSVB,33670002,2019-01-21,-0.55774278215223094,3.5433070866141732,,36.90352,-76.0957
GSVB,33670002,2019-02-10,-0.9186351706036745,1.1154855643044619,,36.90352,-76.0957
GSVB,33670002,2019-01-17,0.1640419947506562,2.65748031496063,,36.90352,-76.0957
GSVB,33670002,2019-01-28,-0.0656167979002625,-5.2821522309711284,,36.90352,-76.0957
GSVB,33670002,2019-02-14,0.0984251968503937,2.39501312335958,,36.90352,-76.0957
GSVB,33670002,2019-02-07,0.0984251968503937,2.5590551181102361,,36.90352,-76.0957
GSVB,33670002,2019-02-18,0.1640419947506562,3.4120734908136483,,36.90352,-76.0957
GSVB,33670002,2019-01-01,0.36089238845144361,2.6246719160104988,,36.90352,-76.0957
GSVB,33670002,2019-04-12,0.29527559055118108,2.8543307086614171,,36.90352,-76.0957
GSVB,33670002,2019-03-09,0.0984251968503937,2.4278215223097113,,36.90352,-76.0957
GSVB,33670002,2019-02-06,0.1312335958005249,2.5918635170603674,,36.90352,-76.0957
GSVB,33670002,2019-01-06,0.2296587926509186,3.083989501312336,,36.90352,-76.0957
GSVB,33670002,2019-02-09,-0.49212598425196852,2.3622047244094486,,36.90352,-76.0957
GSVB,33670002,2019-03-29,0.1312335958005249,2.0997375328083989,,36.90352,-76.0957
GSVB,33670002,2019-01-18,0.0,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-01-09,0.65616797900262469,2.9855643044619424,,36.90352,-76.0957
GSVB,33670002,2019-03-27,0.75459317585301833,3.083989501312336,,36.90352,-76.0957
GSVB,33670002,2019-03-08,-0.26246719160104992,2.1653543307086616,,36.90352,-76.0957
GSVB,33670002,2019-03-10,0.32808398950131229,2.690288713910761,,36.90352,-76.0957
GSVB,33670002,2019-03-12,0.0984251968503937,2.5262467191601048,,36.90352,-76.0957
GSVB,33670002,2019-03-13,-0.0984251968503937,2.1325459317585302,,36.90352,-76.0957
GSVB,33670002,2019-03-01,-7.3162729658792651,-5.0853018372703414,,36.90352,-76.0957
GSVB,33670002,2019-02-25,-8.49737532808399,-5.31496062992126,,36.90352,-76.0957
GSVB,33670002,2019-01-02,0.2296587926509186,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-01-12,0.0984251968503937,2.1981627296587924,,36.90352,-76.0957
GSVB,33670002,2019-03-14,-0.1312335958005249,2.1325459317585302,,36.90352,-76.0957
GSVB,33670002,2019-01-30,0.55774278215223094,3.3136482939632543,,36.90352,-76.0957
GSVB,33670002,2019-04-03,0.26246719160104992,2.9855643044619424,,36.90352,-76.0957
GSVB,33670002,2019-02-24,0.29527559055118108,3.379265091863517,,36.90352,-76.0957
GSVB,33670002,2019-01-03,0.0984251968503937,2.8543307086614171,,36.90352,-76.0957
GSVB,33670002,2019-02-17,0.45931758530183731,3.4120734908136483,,36.90352,-76.0957
GSVB,33670002,2019-03-02,-6.955380577427821,-4.6916010498687664,,36.90352,-76.0957
GSVB,33670002,2019-01-16,0.426509186351706,2.6246719160104988,,36.90352,-76.0957
GSVB,33670002,2019-03-17,-0.45931758530183731,2.2637795275590551,,36.90352,-76.0957
GSVB,33670002,2019-02-23,0.0328083989501312,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-01-25,-0.62335958005249348,2.3293963254593177,,36.90352,-76.0957
GSVB,33670002,2019-01-11,-0.0328083989501312,2.1325459317585302,,36.90352,-76.0957
GSVB,33670002,2019-01-10,-0.2296587926509186,2.5590551181102361,,36.90352,-76.0957
GSVB,33670002,2019-03-21,-0.0984251968503937,3.3136482939632543,,36.90352,-76.0957
GSVB,33670002,2019-02-26,-9.1863517060367457,-6.8569553805774275,,36.90352,-76.0957
GSVB,33670002,2019-01-13,0.26246719160104992,3.3464566929133857,,36.90352,-76.0957
GSVB,33670002,2019-02-12,-0.1312335958005249,2.2965879265091864,,36.90352,-76.0957
GSVB,33670002,2019-04-11,0.75459317585301833,3.0183727034120733,,36.90352,-76.0957
GSVB,33670002,2019-01-26,-0.75459317585301833,1.7716535433070866,,36.90352,-76.0957
GSVB,33670002,2019-02-21,-0.36089238845144361,2.9527559055118111,,36.90352,-76.0957
GSVB,33670002,2019-02-05,0.19685039370078741,2.7230971128608923,,36.90352,-76.0957
GSVB,33670002,2019-03-25,-0.55774278215223094,1.9028871391076114,,36.90352,-76.0957
GSVB,33670002,2019-01-07,0.45931758530183731,3.1824146981627295,,36.90352,-76.0957
GSVB,33670002,2019-04-01,0.19685039370078741,2.5262467191601048,,36.90352,-76.0957
GSVB,33670002,2019-04-10,0.65616797900262469,3.0511811023622046,,36.90352,-76.0957
GSVB,33670002,2019-01-19,0.29527559055118108,3.1496062992125982,,36.90352,-76.0957
GSVB,33670002,2019-02-08,0.45931758530183731,2.690288713910761,,36.90352,-76.0957
GSVB,33670002,2019-01-20,0.39370078740157483,3.7073490813648293,,36.90352,-76.0957
GSVB,33670002,2019-03-24,-1.3123359580052494,1.7060367454068242,,36.90352,-76.0957
GSVB,33670002,2019-03-26,0.2296587926509186,3.3136482939632543,,36.90352,-76.0957
GSVB,33670002,2019-03-31,-0.0656167979002625,2.1653543307086616,,36.90352,-76.0957
GSVB,33670002,2019-04-08,-0.26246719160104992,2.2965879265091864,,36.90352,-76.0957
GSVB,33670002,2019-02-20,-0.85301837270341208,2.8543307086614171,,36.90352,-76.0957
GSVB,33670002,2019-03-15,-0.0984251968503937,2.2309711286089238,,36.90352,-76.0957
GSVB,33670002,2019-04-05,-0.426509186351706,1.9685039370078741,,36.90352,-76.0957
GSVB,33670002,2019-03-05,0.59055118110236215,3.1496062992125982,,36.90352,-76.0957
GSVB,33670002,2019-02-27,-9.1535433070866148,-6.4632545931758525,,36.90352,-76.0957
GSVB,33670002,2019-01-31,-0.59055118110236215,2.1981627296587924,,36.90352,-76.0957
GSVB,33670002,2019-04-04,-0.32808398950131229,2.39501312335958,,36.90352,-76.0957
GSVB,33670002,2019-01-05,0.62335958005249348,3.4448818897637796,,36.90352,-76.0957
GSVB,33670002,2019-02-15,-0.6889763779527559,1.7716535433070866,,36.90352,-76.0957
GSVB,33670002,2018-12-31,0.0656167979002625,2.65748031496063,,36.90352,-76.0957
GSVB,33670002,2019-01-15,1.0170603674540681,2.8543307086614171,,36.90352,-76.0957
GSVB,33670002,2019-02-03,-0.55774278215223094,1.7060367454068242,,36.90352,-76.0957
GSVB,33670002,2019-01-27,-0.45931758530183731,2.0669291338582676,,36.90352,-76.0957
GSVB,33670002,2019-02-16,-0.1312335958005249,3.0183727034120733,,36.90352,-76.0957
GSVB,33670002,2019-03-03,-7.3162729658792651,-5.0853018372703414,,36.90352,-76.0957
GSVB,33670002,2019-02-01,-1.0170603674540681,1.3779527559055118,,36.90352,-76.0957
GSVB,33670002,2019-04-06,-0.29527559055118108,2.0997375328083989,,36.90352,-76.0957
GSVB,33670002,2019-03-18,-0.55774278215223094,2.690288713910761,,36.90352,-76.0957
GSVB,33670002,2019-04-13,0.0656167979002625,2.5262467191601048,,36.90352,-76.0957
GSVB,33670002,2019-02-22,-0.32808398950131229,2.690288713910761,,36.90352,-76.0957
GSVB,33670002,2019-01-08,0.32808398950131229,2.8871391076115485,,36.90352,-76.0957
GSVB,33670002,2019-02-28,-8.0380577427821525,-5.6758530183727034,,36.90352,-76.0957
GSVB,33670002,2019-03-06,0.1312335958005249,3.083989501312336,,36.90352,-76.0957
GSVB,33670002,2019-03-23,-0.6889763779527559,2.8543307086614171,,36.90352,-76.0957
GSVB,33670002,2019-03-19,-0.36089238845144361,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-02-13,0.62335958005249348,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-04-09,0.0656167979002625,2.39501312335958,,36.90352,-76.0957
GSVB,33670002,2019-04-07,-0.36089238845144361,2.2637795275590551,,36.90352,-76.0957
GSVB,33670002,2019-01-23,-1.5748031496062991,1.9356955380577427,,36.90352,-76.0957
GSVB,33670002,2019-01-24,-0.95144356955380571,2.2965879265091864,,36.90352,-76.0957
GSVB,33670002,2019-01-29,0.426509186351706,2.65748031496063,,36.90352,-76.0957
GSVB,33670002,2019-04-02,-0.52493438320209973,2.7559055118110236,,36.90352,-76.0957
GSVB,33670002,2019-03-11,0.39370078740157483,2.8871391076115485,,36.90352,-76.0957
GSVB,33670003,2019-02-24,-13.648293963254593,-12.5,,36.8520027,-76.2885631
GSVB,33670003,2019-01-27,0.6889763779527559,0.95144356955380571,,36.8520027,-76.2885631
GSVB,33670003,2019-02-18,-13.779527559055119,-13.123359580052494,,36.8520027,-76.2885631
GSVB,33670003,2019-03-11,1.0498687664041995,1.4107611548556431,,36.8520027,-76.2885631
GSVB,33670003,2019-01-11,-0.78740157480314954,-0.26246719160104992,,36.8520027,-76.2885631
GSVB,33670003,2019-02-16,0.0656167979002625,1.1482939632545932,,36.8520027,-76.2885631
GSVB,33670003,2019-02-08,0.9186351706036745,1.4763779527559056,,36.8520027,-76.2885631
GSVB,33670003,2019-02-06,-0.19685039370078741,0.65616797900262469,,36.8520027,-76.2885631
GSVB,33670003,2019-01-31,-0.1312335958005249,0.62335958005249348,,36.8520027,-76.2885631
GSVB,33670003,2019-03-01,-14.271653543307087,-13.451443569553806,,36.8520027,-76.2885631
GSVB,33670003,2019-02-12,-0.59055118110236215,0.1640419947506562,,36.8520027,-76.2885631
GSVB,33670003,2019-01-08,0.32808398950131229,1.0498687664041995,,36.8520027,-76.2885631
GSVB,33670003,2019-03-17,0.65616797900262469,1.4435695538057742,,36.8520027,-76.2885631
GSVB,33670003,2019-01-19,0.62335958005249348,0.88582677165354329,,36.8520027,-76.2885631
GSVB,33670003,2019-03-10,0.26246719160104992,3.6089238845144358,,36.8520027,-76.2885631
GSVB,33670003,2019-02-01,0.0328083989501312,0.78740157480314954,,36.8520027,-76.2885631
GSVB,33670003,2019-02-02,0.0984251968503937,0.62335958005249348,,36.8520027,-76.2885631
GSVB,33670003,2019-01-30,0.0328083989501312,0.78740157480314954,,36.8520027,-76.2885631
GSVB,33670003,2019-02-13,-0.0328083989501312,0.52493438320209973,,36.8520027,-76.2885631
GSVB,33670003,2019-01-21,-0.59055118110236215,0.52493438320209973,,36.8520027,-76.2885631
GSVB,33670003,2019-03-14,0.75459317585301833,1.3779527559055118,,36.8520027,-76.2885631
GSVB,33670003,2019-03-31,-12.795275590551181,-12.040682414698162,,36.8520027,-76.2885631
GSVB,33670003,2019-01-29,-0.1312335958005249,0.72178477690288712,,36.8520027,-76.2885631
GSVB,33670003,2019-02-11,-0.55774278215223094,-0.2296587926509186,,36.8520027,-76.2885631
GSVB,33670003,2019-04-01,-0.0984251968503937,1.1154855643044619,,36.8520027,-76.2885631
GSVB,33670003,2019-01-13,-0.88582677165354329,-0.1640419947506562,,36.8520027,-76.2885631
GSVB,33670003,2019-01-15,-1.2795275590551181,-0.72178477690288712,,36.8520027,-76.2885631
GSVB,33670003,2019-01-01,0.85301837270341208,1.3779527559055118,,36.8520027,-76.2885631
GSVB,33670003,2019-01-04,0.45931758530183731,0.82020997375328086,,36.8520027,-76.2885631
GSVB,33670003,2019-02-20,-14.009186351706036,-13.648293963254593,,36.8520027,-76.2885631
GSVB,33670003,2019-02-26,-12.926509186351705,-11.679790026246719,,36.8520027,-76.2885631
GSVB,33670003,2019-02-14,0.2296587926509186,0.65616797900262469,,36.8520027,-76.2885631
GSVB,33670003,2019-02-07,0.59055118110236215,1.2139107611548556,,36.8520027,-76.2885631
GSVB,33670003,2019-03-07,0.1312335958005249,0.85301837270341208,,36.8520027,-76.2885631
GSVB,33670003,2019-01-10,-0.32808398950131229,0.82020997375328086,,36.8520027,-76.2885631
GSVB,33670003,2019-03-27,-14.763779527559056,-14.074803149606298,,36.8520027,-76.2885631
GSVB,33670003,2019-01-02,0.39370078740157483,1.0498687664041995,,36.8520027,-76.2885631
GSVB,33670003,2019-03-20,-1.1482939632545932,-0.39370078740157483,,36.8520027,-76.2885631
GSVB,33670003,2019-01-26,0.75459317585301833,1.1811023622047243,,36.8520027,-76.2885631
GSVB,33670003,2019-03-05,-0.0328083989501312,0.39370078740157483,,36.8520027,-76.2885631
GSVB,33670003,2019-03-02,-14.304461942257218,-13.713910761154855,,36.8520027,-76.2885631
GSVB,33670003,2019-03-26,-14.534120734908136,-12.565616797900262,,36.8520027,-76.2885631
GSVB,33670003,2019-02-05,-0.52493438320209973,-0.0984251968503937,,36.8520027,-76.2885631
GSVB,33670003,2019-03-21,-1.0826771653543308,3.2480314960629921,,36.8520027,-76.2885631
GSVB,33670003,2019-03-03,-13.812335958005249,-13.221784776902886,,36.8520027,-76.2885631
GSVB,33670003,2019-03-04,-0.36089238845144361,1.541994750656168,,36.8520027,-76.2885631
GSVB,33670003,2019-03-13,0.2296587926509186,2.6246719160104988,,36.8520027,-76.2885631
GSVB,33670003,2019-01-20,0.426509186351706,2.0341207349081363,,36.8520027,-76.2885631
GSVB,33670003,2019-02-09,-0.39370078740157483,1.1482939632545932,,36.8520027,-76.2885631
GSVB,33670003,2019-03-18,-0.32808398950131229,0.82020997375328086,,36.8520027,-76.2885631
GSVB,33670003,2019-02-25,-12.860892388451443,-12.401574803149606,,36.8520027,-76.2885631
GSVB,33670003,2019-02-28,-13.648293963254593,-12.926509186351705,,36.8520027,-76.2885631
GSVB,33670003,2019-03-23,0.0,2.5918635170603674,,36.8520027,-76.2885631
GSVB,33670003,2018-12-31,0.59055118110236215,0.85301837270341208,,36.8520027,-76.2885631
GSVB,33670003,2019-02-22,-13.385826771653543,-12.926509186351705,,36.8520027,-76.2885631
GSVB,33670003,2019-03-16,1.246719160104987,2.1325459317585302,,36.8520027,-76.2885631
GSVB,33670003,2019-03-25,-12.795275590551181,-12.270341207349082,,36.8520027,-76.2885631
GSVB,33670003,2019-02-15,0.59055118110236215,1.2795275590551181,,36.8520027,-76.2885631
GSVB,33670003,2019-01-24,0.82020997375328086,4.166666666666667,,36.8520027,-76.2885631
GSVB,33670003,2019-01-22,-0.65616797900262469,-0.1640419947506562,,36.8520027,-76.2885631
GSVB,33670003,2019-03-19,-0.52493438320209973,0.0984251968503937,,36.8520027,-76.2885631
GSVB,33670003,2019-03-28,-14.796587926509186,-12.664041994750656,,36.8520027,-76.2885631
GSVB,33670003,2019-03-09,0.19685039370078741,0.95144356955380571,,36.8520027,-76.2885631
GSVB,33670003,2019-02-10,-0.52493438320209973,-0.2296587926509186,,36.8520027,-76.2885631
GSVB,33670003,2019-03-12,0.1312335958005249,1.2795275590551181,,36.8520027,-76.2885631
GSVB,33670003,2019-03-06,-0.1640419947506562,0.49212598425196852,,36.8520027,-76.2885631
GSVB,33670003,2019-01-25,1.1154855643044619,1.5748031496062991,,36.8520027,-76.2885631
GSVB,33670003,2019-01-03,0.29527559055118108,0.55774278215223094,,36.8520027,-76.2885631
GSVB,33670003,2019-03-22,-0.29527559055118108,1.2795275590551181,,36.8520027,-76.2885631
GSVB,33670003,2019-01-06,0.85301837270341208,1.1811023622047243,,36.8520027,-76.2885631
GSVB,33670003,2019-03-30,-13.451443569553806,-12.434383202099738,,36.8520027,-76.2885631
GSVB,33670003,2019-03-08,0.75459317585301833,1.0498687664041995,,36.8520027,-76.2885631
GSVB,33670003,2019-01-18,0.39370078740157483,0.6889763779527559,,36.8520027,-76.2885631
GSVB,33670003,2019-02-23,-13.681102362204724,-13.254593175853017,,36.8520027,-76.2885631
GSVB,33670003,2019-01-28,-0.0984251968503937,0.88582677165354329,,36.8520027,-76.2885631
GSVB,33670003,2019-02-21,-13.746719160104986,-12.992125984251969,,36.8520027,-76.2885631
GSVB,33670003,2019-01-12,-0.65616797900262469,-0.2296587926509186,,36.8520027,-76.2885631
GSVB,33670003,2019-01-23,-0.36089238845144361,0.85301837270341208,,36.8520027,-76.2885631
GSVB,33670003,2019-03-15,1.5091863517060367,2.0341207349081363,,36.8520027,-76.2885631
GSVB,33670003,2019-02-17,-0.29527559055118108,0.2296587926509186,,36.8520027,-76.2885631
GSVB,33670003,2019-02-27,-13.123359580052494,-12.598425196850393,,36.8520027,-76.2885631
GSVB,33670003,2019-01-14,-1.4107611548556431,-0.88582677165354329,,36.8520027,-76.2885631
GSVB,33670003,2019-02-04,-0.59055118110236215,0.36089238845144361,,36.8520027,-76.2885631
GSVB,33670003,2019-03-29,-14.37007874015748,-12.073490813648293,,36.8520027,-76.2885631
GSVB,33670003,2019-01-09,0.72178477690288712,1.2139107611548556,,36.8520027,-76.2885631
GSVB,33670003,2019-03-24,0.0984251968503937,1.1154855643044619,,36.8520027,-76.2885631
GSVB,33670003,2019-02-03,0.1312335958005249,0.426509186351706,,36.8520027,-76.2885631
